enquete,annee,region,pcode_region_enquete,cartographiable,indicateur_id,precision_source,valeur,ic_bas,ic_haut,denominateur_pondere,denominateur_brut
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_CND,,20.6,,,187,100
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_CND,,21.1,,,43,58
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_CND,,26.7,,,40,84
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_CND,,29.1,,,56,134
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_CND,,35.0,,,16,50
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_CND,,33.7,,,91,92
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_CND,,28.4,,,31,78
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_CND,,25.7,,,70,105
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_CND,,38.3,,,192,111
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_CND,,27.5,,,63,85
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_CND,,27.8,,,47,71
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_CND,,54.9,,,642,369
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_CND,,40.2,,,311,168
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_CND,,55.2,,,105,207
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_CND,,40.6,,,110,130
EMMUS 2012,2012,Grand'Anse,412010,oui,HA_MSXP_M_CND,,43.9,,,52,102
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_CND,,47.9,,,115,231
EMMUS 2012,2012,Nippes,412011,oui,HA_MSXP_M_CND,,51.2,,,63,129
EMMUS 2012,2012,Nord,412004,oui,HA_MSXP_M_CND,,51.8,,,218,197
EMMUS 2012,2012,Nord-Est,412005,oui,HA_MSXP_M_CND,,37.6,,,70,137
EMMUS 2012,2012,Nord-Ouest,412012,oui,HA_MSXP_M_CND,,44.1,,,82,142
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,HA_MSXP_M_CND,,25.5,,,285,148
EMMUS 2012,2012,Sud,412008,oui,HA_MSXP_M_CND,,56.6,,,149,153
EMMUS 2012,2012,Sud-Est,412003,oui,HA_MSXP_M_CND,,53.6,,,89,127
EMMUS 2016,2016,Aire métropolitaine,412001,oui,HA_MSXP_M_CND,,57.0,,,795,431
EMMUS 2016,2016,Artibonite,412006,oui,HA_MSXP_M_CND,,41.7,,,297,232
EMMUS 2016,2016,Centre,412007,oui,HA_MSXP_M_CND,,47.2,,,113,131
EMMUS 2016,2016,Grand'Anse,412010,oui,HA_MSXP_M_CND,,47.5,,,74,133
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_CND,,49.6,,,147,279
EMMUS 2016,2016,Nippes,412011,oui,HA_MSXP_M_CND,,51.7,,,73,146
EMMUS 2016,2016,Nord,412004,oui,HA_MSXP_M_CND,,50.7,,,229,197
EMMUS 2016,2016,Nord-Est,412005,oui,HA_MSXP_M_CND,,42.3,,,79,152
EMMUS 2016,2016,Nord-Ouest,412012,oui,HA_MSXP_M_CND,,43.3,,,107,209
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,HA_MSXP_M_CND,,41.9,,,336,184
EMMUS 2016,2016,Sud,412008,oui,HA_MSXP_M_CND,,49.4,,,154,181
EMMUS 2016,2016,Sud-Est,412003,oui,HA_MSXP_M_CND,,48.8,,,123,162
EMMUS 2006,2006,Aire métropolitaine,412001,oui,HA_MSXP_M_MNP,,11.8,,,920,559
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_MNP,,8.7,,,676,368
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_MNP,,7.0,,,262,294
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_MNP,,11.5,,,151,335
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_MNP,,10.9,,,243,605
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_MNP,,9.8,,,92,270
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_MNP,,9.8,,,313,307
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_MNP,,9.3,,,119,309
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_MNP,,10.7,,,204,330
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_MNP,,13.5,,,634,342
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_MNP,,9.6,,,240,316
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_MNP,,10.1,,,177,270
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_MNP,,15.5,,,1914,1145
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_MNP,,10.0,,,1117,602
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_MNP,,16.8,,,306,636
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_MNP,,10.4,,,418,521
EMMUS 2012,2012,Grand'Anse,412010,oui,HA_MSXP_M_MNP,,9.2,,,266,516
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_MNP,,9.7,,,507,1011
EMMUS 2012,2012,Nippes,412011,oui,HA_MSXP_M_MNP,,10.2,,,241,495
EMMUS 2012,2012,Nord,412004,oui,HA_MSXP_M_MNP,,12.2,,,689,658
EMMUS 2012,2012,Nord-Est,412005,oui,HA_MSXP_M_MNP,,10.0,,,240,501
EMMUS 2012,2012,Nord-Ouest,412012,oui,HA_MSXP_M_MNP,,10.7,,,332,554
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,HA_MSXP_M_MNP,,12.1,,,1002,566
EMMUS 2012,2012,Sud,412008,oui,HA_MSXP_M_MNP,,9.7,,,535,586
EMMUS 2012,2012,Sud-Est,412003,oui,HA_MSXP_M_MNP,,10.1,,,316,466
EMMUS 2016,2016,Aire métropolitaine,412001,oui,HA_MSXP_M_MNP,,17.6,,,1871,1012
EMMUS 2016,2016,Artibonite,412006,oui,HA_MSXP_M_MNP,,12.3,,,923,745
EMMUS 2016,2016,Centre,412007,oui,HA_MSXP_M_MNP,,8.6,,,457,523
EMMUS 2016,2016,Grand'Anse,412010,oui,HA_MSXP_M_MNP,,10.9,,,312,558
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_MNP,,11.9,,,555,1069
EMMUS 2016,2016,Nippes,412011,oui,HA_MSXP_M_MNP,,13.2,,,244,511
EMMUS 2016,2016,Nord,412004,oui,HA_MSXP_M_MNP,,11.9,,,724,634
EMMUS 2016,2016,Nord-Est,412005,oui,HA_MSXP_M_MNP,,10.7,,,253,508
EMMUS 2016,2016,Nord-Ouest,412012,oui,HA_MSXP_M_MNP,,12.5,,,358,701
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,HA_MSXP_M_MNP,,13.2,,,1053,607
EMMUS 2016,2016,Sud,412008,oui,HA_MSXP_M_MNP,,10.9,,,527,621
EMMUS 2016,2016,Sud-Est,412003,oui,HA_MSXP_M_MNP,,13.7,,,365,496
EMMUS 2000,2000,Aire métropolitaine,412001,oui,HA_MSXP_M_NCP,,22.7,,,742,374
EMMUS 2000,2000,Artibonite,412006,oui,HA_MSXP_M_NCP,,32.7,,,473,242
EMMUS 2000,2000,Centre,412007,oui,HA_MSXP_M_NCP,,13.8,,,191,192
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NCP,,16.5,,,185,313
EMMUS 2000,2000,Nord,412004,oui,HA_MSXP_M_NCP,,20.9,,,241,347
EMMUS 2000,2000,Nord-Est,412005,oui,HA_MSXP_M_NCP,,22.3,,,91,236
EMMUS 2000,2000,Nord-Ouest,412012,oui,HA_MSXP_M_NCP,,15.7,,,120,240
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,HA_MSXP_M_NCP,,8.4,,,418,338
EMMUS 2000,2000,Sud,412008,oui,HA_MSXP_M_NCP,,14.9,,,206,293
EMMUS 2000,2000,Sud-Est,412003,oui,HA_MSXP_M_NCP,,20.3,,,141,246
EMMUS 2006,2006,Aire métropolitaine,412001,oui,HA_MSXP_M_NCP,,54.8,,,1016,616
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_NCP,,49.0,,,754,415
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_NCP,,28.4,,,331,358
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_NCP,,51.2,,,179,396
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NCP,,49.7,,,287,720
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_NCP,,47.3,,,109,324
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_NCP,,43.0,,,385,371
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_NCP,,42.7,,,146,382
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_NCP,,52.8,,,233,378
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_NCP,,47.6,,,758,416
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_NCP,,50.3,,,299,384
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_NCP,,42.4,,,227,346
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_NCP,,54.5,,,2108,1264
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_NCP,,47.5,,,1306,713
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_NCP,,56.3,,,325,683
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_NCP,,41.9,,,501,626
EMMUS 2012,2012,Grand'Anse,412010,oui,HA_MSXP_M_NCP,,46.1,,,322,630
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NCP,,49.0,,,598,1201
EMMUS 2012,2012,Nippes,412011,oui,HA_MSXP_M_NCP,,52.4,,,276,571
EMMUS 2012,2012,Nord,412004,oui,HA_MSXP_M_NCP,,51.9,,,809,766
EMMUS 2012,2012,Nord-Est,412005,oui,HA_MSXP_M_NCP,,49.4,,,277,586
EMMUS 2012,2012,Nord-Ouest,412012,oui,HA_MSXP_M_NCP,,49.5,,,381,645
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,HA_MSXP_M_NCP,,48.7,,,1142,651
EMMUS 2012,2012,Sud,412008,oui,HA_MSXP_M_NCP,,51.9,,,608,675
EMMUS 2012,2012,Sud-Est,412003,oui,HA_MSXP_M_NCP,,47.8,,,380,566
EMMUS 2016,2016,Aire métropolitaine,412001,oui,HA_MSXP_M_NCP,,62.4,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,HA_MSXP_M_NCP,,44.2,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,HA_MSXP_M_NCP,,46.1,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,HA_MSXP_M_NCP,,41.1,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NCP,,46.2,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,HA_MSXP_M_NCP,,52.9,,,285,600
EMMUS 2016,2016,Nord,412004,oui,HA_MSXP_M_NCP,,51.8,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,HA_MSXP_M_NCP,,49.7,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,HA_MSXP_M_NCP,,51.1,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,HA_MSXP_M_NCP,,44.3,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,HA_MSXP_M_NCP,,49.9,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,HA_MSXP_M_NCP,,50.1,,,441,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,HA_MSXP_M_NM1,,742.0,,,,374
EMMUS 2000,2000,Artibonite,412006,oui,HA_MSXP_M_NM1,,473.0,,,,242
EMMUS 2000,2000,Centre,412007,oui,HA_MSXP_M_NM1,,191.0,,,,192
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM1,,185.0,,,,313
EMMUS 2000,2000,Nord,412004,oui,HA_MSXP_M_NM1,,241.0,,,,347
EMMUS 2000,2000,Nord-Est,412005,oui,HA_MSXP_M_NM1,,91.0,,,,236
EMMUS 2000,2000,Nord-Ouest,412012,oui,HA_MSXP_M_NM1,,120.0,,,,240
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM1,,418.0,,,,338
EMMUS 2000,2000,Sud,412008,oui,HA_MSXP_M_NM1,,206.0,,,,293
EMMUS 2000,2000,Sud-Est,412003,oui,HA_MSXP_M_NM1,,141.0,,,,246
EMMUS 2006,2006,Aire métropolitaine,412001,oui,HA_MSXP_M_NM1,,1016.0,,,,616
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_NM1,,754.0,,,,415
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_NM1,,331.0,,,,358
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_NM1,,179.0,,,,396
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM1,,287.0,,,,720
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_NM1,,109.0,,,,324
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_NM1,,385.0,,,,371
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_NM1,,146.0,,,,382
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_NM1,,233.0,,,,378
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM1,,758.0,,,,416
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_NM1,,299.0,,,,384
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_NM1,,227.0,,,,346
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_NM1,,2108.0,,,,1264
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_NM1,,1306.0,,,,713
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_NM1,,325.0,,,,683
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_NM1,,501.0,,,,626
EMMUS 2012,2012,Grand'Anse,412010,oui,HA_MSXP_M_NM1,,322.0,,,,630
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM1,,598.0,,,,1201
EMMUS 2012,2012,Nippes,412011,oui,HA_MSXP_M_NM1,,276.0,,,,571
EMMUS 2012,2012,Nord,412004,oui,HA_MSXP_M_NM1,,809.0,,,,766
EMMUS 2012,2012,Nord-Est,412005,oui,HA_MSXP_M_NM1,,277.0,,,,586
EMMUS 2012,2012,Nord-Ouest,412012,oui,HA_MSXP_M_NM1,,381.0,,,,645
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM1,,1142.0,,,,651
EMMUS 2012,2012,Sud,412008,oui,HA_MSXP_M_NM1,,608.0,,,,675
EMMUS 2012,2012,Sud-Est,412003,oui,HA_MSXP_M_NM1,,380.0,,,,566
EMMUS 2016,2016,Aire métropolitaine,412001,oui,HA_MSXP_M_NM1,,2055.0,,,,1109
EMMUS 2016,2016,Artibonite,412006,oui,HA_MSXP_M_NM1,,1119.0,,,,895
EMMUS 2016,2016,Centre,412007,oui,HA_MSXP_M_NM1,,536.0,,,,616
EMMUS 2016,2016,Grand'Anse,412010,oui,HA_MSXP_M_NM1,,379.0,,,,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM1,,664.0,,,,1280
EMMUS 2016,2016,Nippes,412011,oui,HA_MSXP_M_NM1,,285.0,,,,600
EMMUS 2016,2016,Nord,412004,oui,HA_MSXP_M_NM1,,821.0,,,,727
EMMUS 2016,2016,Nord-Est,412005,oui,HA_MSXP_M_NM1,,286.0,,,,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,HA_MSXP_M_NM1,,421.0,,,,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM1,,1224.0,,,,720
EMMUS 2016,2016,Sud,412008,oui,HA_MSXP_M_NM1,,616.0,,,,723
EMMUS 2016,2016,Sud-Est,412003,oui,HA_MSXP_M_NM1,,441.0,,,,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,HA_MSXP_M_NM2,,214.0,,,,117
EMMUS 2000,2000,Artibonite,412006,oui,HA_MSXP_M_NM2,,125.0,,,,49
EMMUS 2000,2000,Centre,412007,oui,HA_MSXP_M_NM2,,41.0,,,,46
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM2,,31.0,,,,48
EMMUS 2000,2000,Nord,412004,oui,HA_MSXP_M_NM2,,50.0,,,,73
EMMUS 2000,2000,Nord-Est,412005,oui,HA_MSXP_M_NM2,,21.0,,,,46
EMMUS 2000,2000,Nord-Ouest,412012,oui,HA_MSXP_M_NM2,,18.0,,,,39
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM2,,102.0,,,,76
EMMUS 2000,2000,Sud,412008,oui,HA_MSXP_M_NM2,,44.0,,,,58
EMMUS 2000,2000,Sud-Est,412003,oui,HA_MSXP_M_NM2,,32.0,,,,57
EMMUS 2006,2006,Aire métropolitaine,412001,oui,HA_MSXP_M_NM2,,246.0,,,,148
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_NM2,,187.0,,,,100
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_NM2,,43.0,,,,58
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_NM2,,40.0,,,,84
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM2,,56.0,,,,134
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_NM2,,16.0,,,,50
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_NM2,,91.0,,,,92
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_NM2,,31.0,,,,78
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_NM2,,70.0,,,,105
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM2,,192.0,,,,111
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_NM2,,63.0,,,,85
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_NM2,,47.0,,,,71
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_NM2,,642.0,,,,369
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_NM2,,311.0,,,,168
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_NM2,,105.0,,,,207
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_NM2,,110.0,,,,130
EMMUS 2012,2012,Grand'Anse,412010,oui,HA_MSXP_M_NM2,,52.0,,,,102
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM2,,115.0,,,,231
EMMUS 2012,2012,Nippes,412011,oui,HA_MSXP_M_NM2,,63.0,,,,129
EMMUS 2012,2012,Nord,412004,oui,HA_MSXP_M_NM2,,218.0,,,,197
EMMUS 2012,2012,Nord-Est,412005,oui,HA_MSXP_M_NM2,,70.0,,,,137
EMMUS 2012,2012,Nord-Ouest,412012,oui,HA_MSXP_M_NM2,,82.0,,,,142
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM2,,285.0,,,,148
EMMUS 2012,2012,Sud,412008,oui,HA_MSXP_M_NM2,,149.0,,,,153
EMMUS 2012,2012,Sud-Est,412003,oui,HA_MSXP_M_NM2,,89.0,,,,127
EMMUS 2016,2016,Aire métropolitaine,412001,oui,HA_MSXP_M_NM2,,795.0,,,,431
EMMUS 2016,2016,Artibonite,412006,oui,HA_MSXP_M_NM2,,297.0,,,,232
EMMUS 2016,2016,Centre,412007,oui,HA_MSXP_M_NM2,,113.0,,,,131
EMMUS 2016,2016,Grand'Anse,412010,oui,HA_MSXP_M_NM2,,74.0,,,,133
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM2,,147.0,,,,279
EMMUS 2016,2016,Nippes,412011,oui,HA_MSXP_M_NM2,,73.0,,,,146
EMMUS 2016,2016,Nord,412004,oui,HA_MSXP_M_NM2,,229.0,,,,197
EMMUS 2016,2016,Nord-Est,412005,oui,HA_MSXP_M_NM2,,79.0,,,,152
EMMUS 2016,2016,Nord-Ouest,412012,oui,HA_MSXP_M_NM2,,107.0,,,,209
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM2,,336.0,,,,184
EMMUS 2016,2016,Sud,412008,oui,HA_MSXP_M_NM2,,154.0,,,,181
EMMUS 2016,2016,Sud-Est,412003,oui,HA_MSXP_M_NM2,,123.0,,,,162
EMMUS 2006,2006,Aire métropolitaine,412001,oui,HA_MSXP_M_NM3,,920.0,,,,559
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_NM3,,676.0,,,,368
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_NM3,,262.0,,,,294
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_NM3,,151.0,,,,335
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM3,,243.0,,,,605
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_NM3,,92.0,,,,270
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_NM3,,313.0,,,,307
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_NM3,,119.0,,,,309
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_NM3,,204.0,,,,330
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM3,,634.0,,,,342
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_NM3,,240.0,,,,316
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_NM3,,177.0,,,,270
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_NM3,,1914.0,,,,1145
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_NM3,,1117.0,,,,602
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_NM3,,306.0,,,,636
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_NM3,,418.0,,,,521
EMMUS 2012,2012,Grand'Anse,412010,oui,HA_MSXP_M_NM3,,266.0,,,,516
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM3,,507.0,,,,1011
EMMUS 2012,2012,Nippes,412011,oui,HA_MSXP_M_NM3,,241.0,,,,495
EMMUS 2012,2012,Nord,412004,oui,HA_MSXP_M_NM3,,689.0,,,,658
EMMUS 2012,2012,Nord-Est,412005,oui,HA_MSXP_M_NM3,,240.0,,,,501
EMMUS 2012,2012,Nord-Ouest,412012,oui,HA_MSXP_M_NM3,,332.0,,,,554
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM3,,1002.0,,,,566
EMMUS 2012,2012,Sud,412008,oui,HA_MSXP_M_NM3,,535.0,,,,586
EMMUS 2012,2012,Sud-Est,412003,oui,HA_MSXP_M_NM3,,316.0,,,,466
EMMUS 2016,2016,Aire métropolitaine,412001,oui,HA_MSXP_M_NM3,,1871.0,,,,1012
EMMUS 2016,2016,Artibonite,412006,oui,HA_MSXP_M_NM3,,923.0,,,,745
EMMUS 2016,2016,Centre,412007,oui,HA_MSXP_M_NM3,,457.0,,,,523
EMMUS 2016,2016,Grand'Anse,412010,oui,HA_MSXP_M_NM3,,312.0,,,,558
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_NM3,,555.0,,,,1069
EMMUS 2016,2016,Nippes,412011,oui,HA_MSXP_M_NM3,,244.0,,,,511
EMMUS 2016,2016,Nord,412004,oui,HA_MSXP_M_NM3,,724.0,,,,634
EMMUS 2016,2016,Nord-Est,412005,oui,HA_MSXP_M_NM3,,253.0,,,,508
EMMUS 2016,2016,Nord-Ouest,412012,oui,HA_MSXP_M_NM3,,358.0,,,,701
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,HA_MSXP_M_NM3,,1053.0,,,,607
EMMUS 2016,2016,Sud,412008,oui,HA_MSXP_M_NM3,,527.0,,,,621
EMMUS 2016,2016,Sud-Est,412003,oui,HA_MSXP_M_NM3,,365.0,,,,496
EMMUS 2000,2000,Aire métropolitaine,412001,oui,HA_MSXP_M_UN1,,374.0,,,742,
EMMUS 2000,2000,Artibonite,412006,oui,HA_MSXP_M_UN1,,242.0,,,473,
EMMUS 2000,2000,Centre,412007,oui,HA_MSXP_M_UN1,,192.0,,,191,
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_UN1,,313.0,,,185,
EMMUS 2000,2000,Nord,412004,oui,HA_MSXP_M_UN1,,347.0,,,241,
EMMUS 2000,2000,Nord-Est,412005,oui,HA_MSXP_M_UN1,,236.0,,,91,
EMMUS 2000,2000,Nord-Ouest,412012,oui,HA_MSXP_M_UN1,,240.0,,,120,
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,HA_MSXP_M_UN1,,338.0,,,418,
EMMUS 2000,2000,Sud,412008,oui,HA_MSXP_M_UN1,,293.0,,,206,
EMMUS 2000,2000,Sud-Est,412003,oui,HA_MSXP_M_UN1,,246.0,,,141,
EMMUS 2006,2006,Aire métropolitaine,412001,oui,HA_MSXP_M_UN1,,616.0,,,1016,
EMMUS 2006,2006,Artibonite,412006,oui,HA_MSXP_M_UN1,,415.0,,,754,
EMMUS 2006,2006,Centre,412007,oui,HA_MSXP_M_UN1,,358.0,,,331,
EMMUS 2006,2006,Grand'Anse,412010,oui,HA_MSXP_M_UN1,,396.0,,,179,
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,HA_MSXP_M_UN1,,720.0,,,287,
EMMUS 2006,2006,Nippes,412011,oui,HA_MSXP_M_UN1,,324.0,,,109,
EMMUS 2006,2006,Nord,412004,oui,HA_MSXP_M_UN1,,371.0,,,385,
EMMUS 2006,2006,Nord-Est,412005,oui,HA_MSXP_M_UN1,,382.0,,,146,
EMMUS 2006,2006,Nord-Ouest,412012,oui,HA_MSXP_M_UN1,,378.0,,,233,
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,HA_MSXP_M_UN1,,416.0,,,758,
EMMUS 2006,2006,Sud,412008,oui,HA_MSXP_M_UN1,,384.0,,,299,
EMMUS 2006,2006,Sud-Est,412003,oui,HA_MSXP_M_UN1,,346.0,,,227,
EMMUS 2012,2012,Aire métropolitaine,412001,oui,HA_MSXP_M_UN1,,1264.0,,,2108,
EMMUS 2012,2012,Artibonite,412006,oui,HA_MSXP_M_UN1,,713.0,,,1306,
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,HA_MSXP_M_UN1,,683.0,,,325,
EMMUS 2012,2012,Centre,412007,oui,HA_MSXP_M_UN1,,626.0,,,501,
