atmart_geo_id,pcode_commune,nom_commune,periode,annee_reference,sexe,tranche_age,borne_min,borne_max,rang_tranche,effectif,part_population,statut_valeur,niveau_qualite,source,date_source,date_extraction,version
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,25-29,25,29,6,19414,4.22,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,30-34,30,34,7,21102,4.58,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,35-39,35,39,8,20532,4.46,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,40-44,40,44,9,21009,4.56,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,45-49,45,49,10,18501,4.02,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,50-54,50,54,11,13253,2.88,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,55-59,55,59,12,9154,1.99,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,60-64,60,64,13,6538,1.42,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,65-69,65,69,14,4236,0.92,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,70-74,70,74,15,2032,0.44,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,75-79,75,79,16,936,0.2,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,80 et plus,80,,17,380,0.08,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,M,0-4,0,4,1,17525,3.81,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
