banque,est_un_agregat,trimestre,date_reference,section,indicateur,nature,periode_libelle,valeur,provisoire,fichier_source,source_id,source,licence,attribution,date_extraction
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.07737314,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.07927893,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.78974014,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.84577687,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.80578497,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.78885996,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.77987656,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.81806663,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.82896296,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.69657655,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.82092299,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Structure financière,Dépôts en % de l'actif,état à une date,Au 30 juin 2023,0.8407986,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,0.48539821,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,0.86490714,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,0.98966556,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,4.4631292,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,0.0,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,0.79382146,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,1.15361803,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,1.21263314,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,0.78617717,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T3,2023-09-30,Qualité de l'actif,Provision pour créances douteuses en % des prêts improductifs bruts,état à une date,Au 30 septembre 2023,1.83306763,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
