zone,banque,est_un_agregat,type_de_depot,date_reference,trimestre,montant_milliers_gourdes,provisoire,fichier_source,source_id,source,licence,attribution,date_extraction
Région métropolitaine,Banque Nationale de Crédit,non,TOTAL,2026-03-31,2026-T1,73029553.557,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Nationale de Crédit,non,À terme,2026-03-31,2026-T1,11273800.796,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Nationale de Crédit,non,À vue,2026-03-31,2026-T1,37224897.659,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Nationale de Crédit,non,Épargne,2026-03-31,2026-T1,24530855.102,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Populaire Haïtienne,non,TOTAL,2026-03-31,2026-T1,4498463.459,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Populaire Haïtienne,non,À terme,2026-03-31,2026-T1,2195690.227,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Populaire Haïtienne,non,À vue,2026-03-31,2026-T1,1631795.327,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque Populaire Haïtienne,non,Épargne,2026-03-31,2026-T1,670977.905,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque de l'Union Haïtienne,non,TOTAL,2026-03-31,2026-T1,39358083.518,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque de l'Union Haïtienne,non,À terme,2026-03-31,2026-T1,12139397.646,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque de l'Union Haïtienne,non,À vue,2026-03-31,2026-T1,19937945.037,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Banque de l'Union Haïtienne,non,Épargne,2026-03-31,2026-T1,7280740.835,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Capital Bank,non,TOTAL,2026-03-31,2026-T1,39237067.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Capital Bank,non,À terme,2026-03-31,2026-T1,8940855.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Capital Bank,non,À vue,2026-03-31,2026-T1,19408197.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Capital Bank,non,Épargne,2026-03-31,2026-T1,10888015.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Ensemble du système,oui,TOTAL,2026-03-31,2026-T1,473187225.516,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Ensemble du système,oui,À terme,2026-03-31,2026-T1,91981446.331,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Ensemble du système,oui,À vue,2026-03-31,2026-T1,243084530.337,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Ensemble du système,oui,Épargne,2026-03-31,2026-T1,138121248.848,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebank,non,TOTAL,2026-03-31,2026-T1,122210424.807,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebank,non,À terme,2026-03-31,2026-T1,23156828.239,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebank,non,À vue,2026-03-31,2026-T1,64771098.715,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebank,non,Épargne,2026-03-31,2026-T1,34282497.852,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebel,non,TOTAL,2026-03-31,2026-T1,9092918.772,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebel,non,À terme,2026-03-31,2026-T1,3488765.196,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebel,non,À vue,2026-03-31,2026-T1,4076906.598,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Sogebel,non,Épargne,2026-03-31,2026-T1,1527246.978,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Unibank,non,TOTAL,2026-03-31,2026-T1,185760714.404,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Unibank,non,À terme,2026-03-31,2026-T1,30786109.227,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Unibank,non,À vue,2026-03-31,2026-T1,96033690.001,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Région métropolitaine,Unibank,non,Épargne,2026-03-31,2026-T1,58940915.176,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque Nationale de Crédit,non,TOTAL,2026-03-31,2026-T1,35946471.448,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque Nationale de Crédit,non,À terme,2026-03-31,2026-T1,2801485.21,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque Nationale de Crédit,non,À vue,2026-03-31,2026-T1,11623491.468,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque Nationale de Crédit,non,Épargne,2026-03-31,2026-T1,21521494.77,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque de l'Union Haïtienne,non,TOTAL,2026-03-31,2026-T1,8178201.091,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque de l'Union Haïtienne,non,À terme,2026-03-31,2026-T1,2111544.392,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque de l'Union Haïtienne,non,À vue,2026-03-31,2026-T1,2537114.911,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Banque de l'Union Haïtienne,non,Épargne,2026-03-31,2026-T1,3529541.787,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Capital Bank,non,TOTAL,2026-03-31,2026-T1,5757444.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Capital Bank,non,À terme,2026-03-31,2026-T1,176014.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Capital Bank,non,À vue,2026-03-31,2026-T1,2034615.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Capital Bank,non,Épargne,2026-03-31,2026-T1,3546815.0,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Ensemble du système,oui,TOTAL,2026-03-31,2026-T1,138256936.575,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Ensemble du système,oui,À terme,2026-03-31,2026-T1,12608793.012,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Ensemble du système,oui,À vue,2026-03-31,2026-T1,45900788.905,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Ensemble du système,oui,Épargne,2026-03-31,2026-T1,79747354.659,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Sogebank,non,TOTAL,2026-03-31,2026-T1,40838649.001,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Sogebank,non,À terme,2026-03-31,2026-T1,5254291.511,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Sogebank,non,À vue,2026-03-31,2026-T1,14010026.008,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Sogebank,non,Épargne,2026-03-31,2026-T1,21574331.482,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Unibank,non,TOTAL,2026-03-31,2026-T1,47536171.036,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Unibank,non,À terme,2026-03-31,2026-T1,2265457.898,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Unibank,non,À vue,2026-03-31,2026-T1,15695541.518,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Villes de province,Unibank,non,Épargne,2026-03-31,2026-T1,29575171.62,oui,brh_rapport_statistique_trim2_2026_provisoire.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
