categorie,type_organisation,acronyme,nom,secteur,departement,pcode_departement,commune,pcode_commune,methode_rattachement,source_id,source,millesime,date_extraction,statut_valeur,niveau_qualite,version
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Ouanaminthe,HT0421,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Capotille,HT0422,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Mont-Organisé,HT0423,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Trou du Nord,HT0431,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Sainte Suzanne,HT0432,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Terrier Rouge,HT0433,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Caracol,HT0434,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Vallières,HT0441,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Carice,HT0442,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Est,HT04,Mombin Crochu,HT0443,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Gonaïves,HT0511,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Ennery,HT0512,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,L'Estère,HT0513,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Gros Morne,HT0521,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Terre Neuve,HT0522,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Anse Rouge,HT0523,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Saint-Marc,HT0531,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Verrettes,HT0532,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,La Chapelle,HT0533,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Dessalines,HT0541,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Petite Rivière de l'Artibonite,HT0542,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Grande Saline,HT0543,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Desdunes,HT0544,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Saint-Michel de l'Attalaye,HT0551,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Artibonite,HT05,Marmelade,HT0552,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Hinche,HT0611,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Maïssade,HT0612,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Thomonde,HT0613,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Cerca Carvajal,HT0614,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Mirebalais,HT0621,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Saut d'Eau,HT0622,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Boucan Carré,HT0623,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Lascahobas,HT0631,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Belladère,HT0632,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Savanette,HT0633,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Cerca La Source,HT0641,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Centre,HT06,Thomassique,HT0642,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Les Cayes,HT0711,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Torbeck,HT0712,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Chantal,HT0713,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Camp-Perrin,HT0714,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Maniche,HT0715,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Île à Vache,HT0716,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Port-Salut,HT0721,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Saint Jean du Sud,HT0722,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Arniquet,HT0723,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Aquin,HT0731,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Saint Louis du Sud,HT0732,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Cavaillon,HT0733,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Côteaux,HT0741,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Port-à-Piment,HT0742,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Roche à Bâteau,HT0743,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Chardonnières,HT0751,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Les Anglais,HT0752,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Sud,HT07,Tiburon,HT0753,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Jérémie,HT0811,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Abricots,HT0812,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Bonbon,HT0813,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Moron,HT0814,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Chambellan,HT0815,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Anse d'Hainault,HT0821,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Dame Marie,HT0822,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Les Irois,HT0823,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Corail,HT0831,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Roseaux,HT0832,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Beaumont,HT0833,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Grande'Anse,HT08,Pestel,HT0834,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Port-de-Paix,HT0911,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,La Tortue,HT0912,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Bassin Bleu,HT0913,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Chamsolme,HT0914,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Saint-Louis du Nord,HT0921,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Anse-à-Foleur,HT0922,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Môle Saint Nicolas,HT0931,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Baie de Henne,HT0932,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Bombardopolis,HT0933,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nord-Ouest,HT09,Jean Rabel,HT0934,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Miragoâne,HT1011,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Petite Rivière de Nippes,HT1012,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Fonds des Nègres,HT1013,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Paillant,HT1014,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Anse-à-Veau,HT1021,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Petit Trou de Nippes,HT1022,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,L'Asile,HT1023,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Arnaud,HT1024,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Plaisance du Sud,HT1025,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,INSO,International NGO Safety Organisation,Coord. & Log. & services support,Nippes,HT10,Baradères,HT1031,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
