categorie,type_organisation,acronyme,nom,secteur,departement,pcode_departement,commune,pcode_commune,methode_rattachement,source_id,source,millesime,date_extraction,statut_valeur,niveau_qualite,version
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nippes,HT10,Anse-à-Veau,HT1021,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nippes,HT10,Arnaud,HT1024,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nippes,HT10,Grand-Boucan,HT1032,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nippes,HT10,L'Asile,HT1023,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nippes,HT10,Petit Trou de Nippes,HT1022,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nippes,HT10,Plaisance du Sud,HT1025,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Acul du Nord,HT0321,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Borgne,HT0351,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Cap-Haïtien,HT0311,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Dondon,HT0342,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,La Victoire,HT0345,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Pignon,HT0344,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Plaine du Nord,HT0322,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Ranquitte,HT0343,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord,HT03,Saint-Raphaël,HT0341,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Capotille,HT0422,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Caracol,HT0434,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Carice,HT0442,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Ferrier,HT0412,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Fort-Liberté,HT0411,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Mombin Crochu,HT0443,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Mont-Organisé,HT0423,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Ouanaminthe,HT0421,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Perches,HT0413,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Sainte Suzanne,HT0432,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Terrier Rouge,HT0433,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Est,HT04,Vallières,HT0441,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Ouest,HT09,Anse-à-Foleur,HT0922,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Ouest,HT09,Baie de Henne,HT0932,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Ouest,HT09,La Tortue,HT0912,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Nord-Ouest,HT09,Port-de-Paix,HT0911,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Arcahaie,HT0141,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Cabaret,HT0142,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Carrefour,HT0113,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Cornillon / Grand Bois,HT0134,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Kenscoff,HT0115,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Pétion-Ville,HT0114,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud,HT07,Aquin,HT0731,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud,HT07,Cavaillon,HT0733,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud,HT07,Île à Vache,HT0716,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud,HT07,Les Anglais,HT0752,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud,HT07,Les Cayes,HT0711,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud-Est,HT02,Bainet,HT0221,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,FHI 360,Family Health International 360,Nutrition,Sud-Est,HT02,Thiotte,HT0233,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,FONKOZE,Fondasyon Kole Zepol,Nutrition,Centre,HT06,Hinche,HT0611,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,FONKOZE,Fondasyon Kole Zepol,Nutrition,Centre,HT06,Thomonde,HT0613,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,FONKOZE,Fondasyon Kole Zepol,Nutrition,Ouest,HT01,Grand-Goâve,HT0123,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,FAE,Foyer d'assistance aux Enfants,Nutrition,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,GOAL,Goal,Nutrition,Ouest,HT01,Carrefour,HT0113,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,GRET,GRET,Nutrition,Artibonite,HT05,Anse Rouge,HT0523,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,GRET,GRET,Nutrition,Artibonite,HT05,Terre Neuve,HT0522,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Société civile,GHESKIO,Groupe d'étude haïtien sur le sarcome de Kaposi et les infections opportunistes,Nutrition,Ouest,HT01,Tabarre,HT0118,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HP,Haiti Participative,Nutrition,Grande'Anse,HT08,Anse d'Hainault,HT0821,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HP,Haiti Participative,Nutrition,Grande'Anse,HT08,Chambellan,HT0815,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HP,Haiti Participative,Nutrition,Grande'Anse,HT08,Corail,HT0831,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HP,Haiti Participative,Nutrition,Grande'Anse,HT08,Dame Marie,HT0822,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HP,Haiti Participative,Nutrition,Grande'Anse,HT08,Moron,HT0814,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HP,Haiti Participative,Nutrition,Grande'Anse,HT08,Roseaux,HT0832,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,HAS,Hôpital Albert Schweitzer,Nutrition,Artibonite,HT05,Verrettes,HT0532,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,HFSC,Hopital Foyer St Camille Haiti,Nutrition,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ID,Initiative Développement,Nutrition,Nord-Ouest,HT09,Baie de Henne,HT0932,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ID,Initiative Développement,Nutrition,Nord-Ouest,HT09,Bombardopolis,HT0933,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ID,Initiative Développement,Nutrition,Nord-Ouest,HT09,Jean Rabel,HT0934,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,IDEJEN,Initiave Pour Le Developpement Des Jeunes,Nutrition,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,KB,Konbit Peyizan,Nutrition,Artibonite,HT05,Verrettes,HT0532,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
