pays,code_pays,vague,mode_de_collecte,variable,theme,indicateur,unite,estimation,ic95_bas,ic95_haut,erreur_type,n_repondants,n_grappes,effet_de_plan,pose_verifie_sur_le_questionnaire,passeport,source_id,source,licence,date_extraction
Haïti,HTI,2014,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,40.7297,38.2452,43.2141,1.2676,1503,62,3.08,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,34.0501,32.1709,35.9294,0.9588,1999,88,1.59,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,30.087,26.8447,33.3293,1.6542,1142,1142,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,24.5308,20.7005,28.3611,1.9542,793,793,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,45.0954,43.237,46.9538,0.9481,1485,55,1.15,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,48.908,46.8712,50.9448,1.0392,1511,63,1.4,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,42.6613,40.6739,44.6487,1.014,1483,63,1.26,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,51.9985,49.624,54.373,1.2115,1445,1445,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,49.3792,47.431,51.3274,0.994,1584,63,1.16,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,45.4811,42.2982,48.6641,1.6239,1538,74,4.05,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,36.6151,34.8552,38.3751,0.8979,1488,70,1.4,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,28.6263,27.418,29.8346,0.6165,1747,165,1.31,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,45.8624,43.3716,48.3531,1.2708,1797,114,2.91,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,40.5681,38.3654,42.7709,1.1238,1502,62,2.47,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,42.9644,40.8613,45.0674,1.073,1966,88,1.56,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,b6,confiance,Il faut soutenir le système politique haïtien,0-100,43.2735,39.7631,46.7839,1.791,1146,1146,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b6,confiance,Il faut soutenir le système politique haïtien,0-100,43.5104,39.0146,48.0063,2.2938,688,688,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,52.0424,50.1186,53.9663,0.9815,1477,55,1.14,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,57.116,55.1064,59.1256,1.0253,1506,63,1.39,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,49.4373,47.6407,51.2339,0.9166,1481,63,0.95,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b6,confiance,Il faut soutenir le système politique haïtien,0-100,63.8279,61.5716,66.0842,1.1512,1443,1443,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b6,confiance,Il faut soutenir le système politique haïtien,0-100,57.5143,55.6163,59.4122,0.9683,1577,63,1.09,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,35.7021,32.4725,38.9318,1.6478,1569,74,4.98,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,36.1389,33.9195,38.3584,1.1324,1497,70,2.53,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,29.0944,27.8796,30.3092,0.6198,1736,165,1.43,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,37.7846,35.36,40.2092,1.237,1811,114,3.47,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,37.5139,35.1951,39.8327,1.1831,1495,62,3.04,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,29.5494,27.7571,31.3417,0.9144,1975,88,1.6,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,30.3584,27.1642,33.5526,1.6297,1157,1157,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,24.069,21.4729,26.665,1.3245,1491,1491,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,38.4117,36.8394,39.984,0.8022,1467,55,1.1,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,39.2242,37.4933,40.9552,0.8831,1491,63,1.27,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,37.8369,36.096,39.5779,0.8882,1484,63,1.21,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b3,confiance,Les droits fondamentaux sont protégés par le système politique,0-100,42.2335,40.0775,44.3895,1.1,1449,1449,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
