date,gourdes_pour_1_dollar,exercice_fichier,source_id,attribution
1994-08-22,20.5932,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-23,23.1207,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-24,23.3805,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-25,21.448,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-26,21.1713,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-29,20.3531,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-30,20.2844,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-31,21.4932,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-01,21.2979,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-02,20.8578,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-05,21.0644,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-06,20.007,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-07,19.8436,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-08,19.7256,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-09,19.491,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-12,18.9182,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-13,18.5851,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-14,18.8556,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-15,18.7229,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-16,17.3502,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-19,14.6567,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-20,14.6987,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-21,15.0761,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-22,15.516,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-23,15.7416,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-09-26,15.297,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
